"","policy","nutrient_type","variable","value"
"532","tmdl","Lake TN","new_coef",-3.04582432630399
"533","319","Lake TN","new_coef",1.32142921888285
"534","criteria","Lake TN","new_coef",2.208537383637
"535","tmdl","Lake TN","new_coef",-11.703071961087
"536","319","Lake TN","new_coef",-2.533982768237
"537","criteria","Lake TN","new_coef",2.1666672115276
"538","tmdl","Lake TN","new_coef",1.0205864559776
"539","319","Lake TN","new_coef",-12.9664413419034
"540","criteria","Lake TN","new_coef",10.8873884096322
"541","tmdl","Lake TN","new_coef",-8.24937630176902
"542","319","Lake TN","new_coef",-6.94370730213117
"543","criteria","Lake TN","new_coef",13.3444461828082
"544","tmdl","Lake TN","new_coef",2.99305127827925
"545","319","Lake TN","new_coef",-0.535255010160194
"546","criteria","Lake TN","new_coef",5.92058844137578
"547","tmdl","Lake TN","new_coef",1.47285922406299
"548","319","Lake TN","new_coef",-3.31017417244913
"549","criteria","Lake TN","new_coef",6.4409650649862
"550","tmdl","Lake TN","new_coef",1.27473298976399
"551","319","Lake TN","new_coef",-5.61474106849317
"552","criteria","Lake TN","new_coef",-4.63346526797392
"553","tmdl","Lake TN","new_coef",3.43798539418567
"554","319","Lake TN","new_coef",-12.4155264834556
"555","criteria","Lake TN","new_coef",8.54387858502936
"556","tmdl","Lake TN","new_coef",-2.26543131606862
"557","319","Lake TN","new_coef",-1.35990915198852
"558","criteria","Lake TN","new_coef",3.18270069882369
"559","tmdl","Lake TN","new_coef",-0.711947772536025
"560","319","Lake TN","new_coef",-0.529876048880766
"561","criteria","Lake TN","new_coef",-1.73481743919407
"562","tmdl","Lake TN","new_coef",-5.05345651756073
"563","319","Lake TN","new_coef",-0.633136390783927
"564","criteria","Lake TN","new_coef",5.15836831674104
"565","tmdl","Lake TN","new_coef",-0.00650479679494476
"566","319","Lake TN","new_coef",-8.28861241763873
"567","criteria","Lake TN","new_coef",2.91424733098099
"568","tmdl","Lake TN","new_coef",0.0517609270896585
"569","319","Lake TN","new_coef",-2.69307688199661
"570","criteria","Lake TN","new_coef",0.907463386942975
"571","tmdl","Lake TN","new_coef",4.82643780472053
"572","319","Lake TN","new_coef",2.29076495537502
"573","criteria","Lake TN","new_coef",-6.10110200928124
"574","tmdl","Lake TN","new_coef",0.785157782085923
"575","319","Lake TN","new_coef",-0.350740510642612
"576","criteria","Lake TN","new_coef",2.26098445958818
"577","tmdl","Lake TN","new_coef",0.0127602652991403
"578","319","Lake TN","new_coef",3.02845713081996
"579","criteria","Lake TN","new_coef",4.72445401889568
"580","tmdl","Lake TN","new_coef",-3.17522532571953
"581","319","Lake TN","new_coef",-4.94846596146024
"582","criteria","Lake TN","new_coef",21.4773975672572
"583","tmdl","Lake TN","new_coef",5.14307549993467
"584","319","Lake TN","new_coef",3.01643015352464
"585","criteria","Lake TN","new_coef",-11.8864894448319
"586","tmdl","Lake TN","new_coef",-1.20229824692288
"587","319","Lake TN","new_coef",-2.70880851964023
"588","criteria","Lake TN","new_coef",3.00740821422275
"589","tmdl","Lake TN","new_coef",0.15255104452814
"590","319","Lake TN","new_coef",-2.05421538917783
"591","criteria","Lake TN","new_coef",1.72327235027405
"592","tmdl","Lake TN","new_coef",1.85302974869712
"593","319","Lake TN","new_coef",3.37072029795354
"594","criteria","Lake TN","new_coef",0.487822105560298
"595","tmdl","Lake TN","new_coef",-3.8336437494356
"596","319","Lake TN","new_coef",-1.25227473201509
"597","criteria","Lake TN","new_coef",3.25153646638525
"598","tmdl","Lake TN","new_coef",-5.9692002938452
"599","319","Lake TN","new_coef",-3.7627340716619
"600","criteria","Lake TN","new_coef",16.6024109461335
"601","tmdl","Lake TN","new_coef",1.01750577044401
"602","319","Lake TN","new_coef",-1.44064014133495
"603","criteria","Lake TN","new_coef",-0.816439415617539
"604","tmdl","Lake TN","new_coef",-3.72142493399817
"605","319","Lake TN","new_coef",-3.82834918947094
"606","criteria","Lake TN","new_coef",4.85959373046007
"607","tmdl","Lake TN","new_coef",-0.464390674395676
"608","319","Lake TN","new_coef",-2.8338696761002
"609","criteria","Lake TN","new_coef",-0.332510904264158
"610","tmdl","Lake TN","new_coef",-4.43575749592398
"611","319","Lake TN","new_coef",-0.366408673221648
"612","criteria","Lake TN","new_coef",5.90639958995812
"613","tmdl","Lake TN","new_coef",-9.55205421054901
"614","319","Lake TN","new_coef",-8.85580739630222
"615","criteria","Lake TN","new_coef",10.9949560831908
"616","tmdl","Lake TN","new_coef",-1.43291599857758
"617","319","Lake TN","new_coef",-2.73786509412655
"618","criteria","Lake TN","new_coef",10.6278861629103
"619","tmdl","Lake TN","new_coef",-3.34243955384707
"620","319","Lake TN","new_coef",-4.45021091144603
"621","criteria","Lake TN","new_coef",-0.869449258036276
"622","tmdl","Lake TN","new_coef",-5.36620900401113
"623","319","Lake TN","new_coef",-1.43925735860311
"624","criteria","Lake TN","new_coef",7.88950074957953
"625","tmdl","Lake TN","new_coef",-0.847274165172682
"626","319","Lake TN","new_coef",-4.86945522638664
"627","criteria","Lake TN","new_coef",8.10236578727207
"628","tmdl","Lake TN","new_coef",-4.19544630666062
"629","319","Lake TN","new_coef",-0.753261062088964
"630","criteria","Lake TN","new_coef",8.83112788440291
"631","tmdl","Lake TN","new_coef",-0.122660632164439
"632","319","Lake TN","new_coef",-0.359866410355726
"633","criteria","Lake TN","new_coef",4.91791553786351
"634","tmdl","Lake TN","new_coef",-3.25450379750516
"635","319","Lake TN","new_coef",-1.84048124768172
"636","criteria","Lake TN","new_coef",2.77108818679072
"637","tmdl","Lake TN","new_coef",-4.15155907344701
"638","319","Lake TN","new_coef",-2.70147084417279
"639","criteria","Lake TN","new_coef",-6.47291389023104
"640","tmdl","Lake TN","new_coef",-9.11227250130146
"641","319","Lake TN","new_coef",-2.05572450712289
"642","criteria","Lake TN","new_coef",9.33615620556366
"643","tmdl","Lake TN","new_coef",-1.44201840803062
"644","319","Lake TN","new_coef",-3.84444584312954
"645","criteria","Lake TN","new_coef",8.3724719569951
"646","tmdl","Lake TN","new_coef",-4.42956855061174
"647","319","Lake TN","new_coef",0.765294550471171
"648","criteria","Lake TN","new_coef",4.10963347499181
"649","tmdl","Lake TN","new_coef",-3.16702451830633
"650","319","Lake TN","new_coef",-0.997865195059783
"651","criteria","Lake TN","new_coef",3.26500816522653
"652","tmdl","Lake TN","new_coef",2.63528384097183
"653","319","Lake TN","new_coef",3.81933437079697
"654","criteria","Lake TN","new_coef",-0.736946885441064
"655","tmdl","Lake TN","new_coef",-4.01836646718449
"656","319","Lake TN","new_coef",-7.41741102434131
"657","criteria","Lake TN","new_coef",3.70053117861306
"658","tmdl","Lake TN","new_coef",3.26087379555641
"659","319","Lake TN","new_coef",-1.98116218410642
"660","criteria","Lake TN","new_coef",9.96554775643879
"661","tmdl","Lake TN","new_coef",-4.86828684103325
"662","319","Lake TN","new_coef",-8.52004478093114
"663","criteria","Lake TN","new_coef",4.89523237534313
"664","tmdl","Lake TN","new_coef",-1.17841722852103
"665","319","Lake TN","new_coef",-2.15023616448235
"666","criteria","Lake TN","new_coef",-2.70175523007158
"667","tmdl","Lake TN","new_coef",2.72400355612256
"668","319","Lake TN","new_coef",0.700282456925818
"669","criteria","Lake TN","new_coef",2.84590662162766
"670","tmdl","Lake TN","new_coef",1.32187816100709
"671","319","Lake TN","new_coef",3.20089642551717
"672","criteria","Lake TN","new_coef",5.80245069039023
"673","tmdl","Lake TN","new_coef",-1.1762427211042
"674","319","Lake TN","new_coef",-1.70362780446314
"675","criteria","Lake TN","new_coef",2.42939777376961
"676","tmdl","Lake TN","new_coef",-2.35452446047519
"677","319","Lake TN","new_coef",-1.67483669442444
"678","criteria","Lake TN","new_coef",-4.75166175284552
"679","tmdl","Lake TN","new_coef",-2.06334233205587
"680","319","Lake TN","new_coef",-0.250462326056197
"681","criteria","Lake TN","new_coef",-7.64972853661156
"682","tmdl","Lake TN","new_coef",3.93874744511526
"683","319","Lake TN","new_coef",-5.33710195317705
"684","criteria","Lake TN","new_coef",-4.27201013257326
"685","tmdl","Lake TN","new_coef",-6.55960686753484
"686","319","Lake TN","new_coef",-0.128605921006176
"687","criteria","Lake TN","new_coef",9.71376579019491
"688","tmdl","Lake TN","new_coef",3.61704302828341
"689","319","Lake TN","new_coef",-0.0486438631767099
"690","criteria","Lake TN","new_coef",6.54007354057485
"691","tmdl","Lake TN","new_coef",2.36356392290704
"692","319","Lake TN","new_coef",-3.54734166993835
"693","criteria","Lake TN","new_coef",4.72606516130695
"694","tmdl","Lake TN","new_coef",-4.94962994917932
"695","319","Lake TN","new_coef",-4.88887661465384
"696","criteria","Lake TN","new_coef",7.20545855572732
"697","tmdl","Lake TN","new_coef",-1.19795068804829
"698","319","Lake TN","new_coef",-2.97508505989501
"699","criteria","Lake TN","new_coef",8.72032756944754
"700","tmdl","Lake TN","new_coef",0.667999033073529
"701","319","Lake TN","new_coef",-4.01956257684562
"702","criteria","Lake TN","new_coef",5.20744732716264
"703","tmdl","Lake TN","new_coef",1.0372235869693
"704","319","Lake TN","new_coef",0.260840331178508
"705","criteria","Lake TN","new_coef",-7.29790266478412
"706","tmdl","Lake TN","new_coef",-8.17511803424278
"707","319","Lake TN","new_coef",-8.47034373247971
"708","criteria","Lake TN","new_coef",2.85506737137432
"709","tmdl","Lake TN","new_coef",1.16688849841349
"710","319","Lake TN","new_coef",0.340497027340842
"711","criteria","Lake TN","new_coef",-6.82438681018829
"712","tmdl","Lake TN","new_coef",6.79626052957687
"713","319","Lake TN","new_coef",-0.115340124482886
"714","criteria","Lake TN","new_coef",6.67930164745407
"715","tmdl","Lake TN","new_coef",0.782707757484444
"716","319","Lake TN","new_coef",0.840354794530857
"717","criteria","Lake TN","new_coef",2.51049579010773
"718","tmdl","Lake TN","new_coef",-0.13770924003086
"719","319","Lake TN","new_coef",-0.728356751674375
"720","criteria","Lake TN","new_coef",2.31871462056166
"721","tmdl","Lake TN","new_coef",-4.35863930805829
"722","319","Lake TN","new_coef",-0.168342906688481
"723","criteria","Lake TN","new_coef",16.2436026538206
"724","tmdl","Lake TN","new_coef",1.81509504684694
"725","319","Lake TN","new_coef",-0.741703680729089
"726","criteria","Lake TN","new_coef",2.15947949733814
"727","tmdl","Lake TN","new_coef",-1.28578242841794
"728","319","Lake TN","new_coef",-7.65426876403477
"729","criteria","Lake TN","new_coef",4.17559061713863
"730","tmdl","Lake TN","new_coef",4.94795232873017
"731","319","Lake TN","new_coef",3.35635336020461
"732","criteria","Lake TN","new_coef",-4.41269436097101
"733","tmdl","Lake TN","new_coef",-0.945285034051445
"734","319","Lake TN","new_coef",-3.3178883534906
"735","criteria","Lake TN","new_coef",8.33380136812334
"736","tmdl","Lake TN","new_coef",-0.751860662126457
"737","319","Lake TN","new_coef",-1.37565887518575
"738","criteria","Lake TN","new_coef",7.6399815688315
"739","tmdl","Lake TN","new_coef",1.03909094809741
"740","319","Lake TN","new_coef",-1.72932571251988
"741","criteria","Lake TN","new_coef",5.62770221923783
"742","tmdl","Lake TN","new_coef",-0.153778139041993
"743","319","Lake TN","new_coef",1.76937267682797
"744","criteria","Lake TN","new_coef",1.28985252451251
"745","tmdl","Lake TN","new_coef",-7.70001678678392
"746","319","Lake TN","new_coef",-4.58776787258015
"747","criteria","Lake TN","new_coef",2.46224556006892
"748","tmdl","Lake TN","new_coef",1.73596492763879
"749","319","Lake TN","new_coef",-1.69810327064554
"750","criteria","Lake TN","new_coef",6.13371447771904
"751","tmdl","Lake TN","new_coef",-4.15914119989235
"752","319","Lake TN","new_coef",3.18495325683865
"753","criteria","Lake TN","new_coef",12.1604502019189
"754","tmdl","Lake TN","new_coef",-1.87710923009445
"755","319","Lake TN","new_coef",-3.28430186636578
"756","criteria","Lake TN","new_coef",6.97121461334473
"757","tmdl","Lake TN","new_coef",2.8844798113316
"758","319","Lake TN","new_coef",1.61166684230231
"759","criteria","Lake TN","new_coef",6.40602535808292
"760","tmdl","Lake TN","new_coef",-8.50760708235507
"761","319","Lake TN","new_coef",0.631855372619675
"762","criteria","Lake TN","new_coef",5.89042012573278
"763","tmdl","Lake TN","new_coef",3.36451241852465
"764","319","Lake TN","new_coef",-4.22198794566551
"765","criteria","Lake TN","new_coef",10.0980707801851
"766","tmdl","Lake TN","new_coef",-0.170297935693763
"767","319","Lake TN","new_coef",1.41373794009054
"768","criteria","Lake TN","new_coef",-1.32745163853142
"769","tmdl","Lake TN","new_coef",-7.79627929494067
"770","319","Lake TN","new_coef",0.106666191500656
"771","criteria","Lake TN","new_coef",5.17796599899947
"772","tmdl","Lake TN","new_coef",-0.731647330338789
"773","319","Lake TN","new_coef",-3.4446390527164
"774","criteria","Lake TN","new_coef",2.47972583071356
"775","tmdl","Lake TN","new_coef",-1.28480684511978
"776","319","Lake TN","new_coef",-1.23655662886375
"777","criteria","Lake TN","new_coef",6.40191503462009
"778","tmdl","Lake TN","new_coef",-5.1472026691889
"779","319","Lake TN","new_coef",-2.29268055732831
"780","criteria","Lake TN","new_coef",7.90023626267817
"781","tmdl","Lake TN","new_coef",-2.58384008375848
"782","319","Lake TN","new_coef",-0.903019392866497
"783","criteria","Lake TN","new_coef",13.1077202809442
"784","tmdl","Lake TN","new_coef",-0.0389661333412435
"785","319","Lake TN","new_coef",3.65141489136656
"786","criteria","Lake TN","new_coef",1.82508478275111
"787","tmdl","Lake TN","new_coef",-7.80134925398377
"788","319","Lake TN","new_coef",1.07781481360157
"789","criteria","Lake TN","new_coef",15.3445969286119
"790","tmdl","Lake TN","new_coef",-8.3745541863102
"791","319","Lake TN","new_coef",-7.58079874276868
"792","criteria","Lake TN","new_coef",3.92888820873076
"793","tmdl","Lake TN","new_coef",-3.89237949695362
"794","319","Lake TN","new_coef",4.20023248154854
"795","criteria","Lake TN","new_coef",2.24781830707529
"796","tmdl","Lake TN","new_coef",-0.442155246903774
"797","319","Lake TN","new_coef",-1.95043251627214
"798","criteria","Lake TN","new_coef",0.584474758169132
"799","tmdl","Lake TN","new_coef",-0.23710080741041
"800","319","Lake TN","new_coef",-3.63668138658499
"801","criteria","Lake TN","new_coef",13.4110803868227
"802","tmdl","Lake TN","new_coef",-1.3768934469531
"803","319","Lake TN","new_coef",0.450391524033499
"804","criteria","Lake TN","new_coef",1.46157826693795
"805","tmdl","Lake TN","new_coef",-4.14541831438081
"806","319","Lake TN","new_coef",-13.1070612951505
"807","criteria","Lake TN","new_coef",8.35068196933281
"808","tmdl","Lake TN","new_coef",-2.65049611313391
"809","319","Lake TN","new_coef",-2.82757087357664
"810","criteria","Lake TN","new_coef",5.33255568107481
"811","tmdl","Lake TN","new_coef",0.672831299589849
"812","319","Lake TN","new_coef",-4.86052691073969
"813","criteria","Lake TN","new_coef",13.5972818471124
"814","tmdl","Lake TN","new_coef",-3.05907995434648
"815","319","Lake TN","new_coef",-6.94618219795272
"816","criteria","Lake TN","new_coef",8.43220352182693
"817","tmdl","Lake TN","new_coef",0.155434590617685
"818","319","Lake TN","new_coef",-3.92952721685942
"819","criteria","Lake TN","new_coef",6.24001689486763
"820","tmdl","Lake TN","new_coef",-0.140874308366379
"821","319","Lake TN","new_coef",-2.31462098115781
"822","criteria","Lake TN","new_coef",-2.03784215103104
"823","tmdl","Lake TN","new_coef",-0.324750677850941
"824","319","Lake TN","new_coef",-3.54747112534584
"825","criteria","Lake TN","new_coef",3.33591125119674
"826","tmdl","Lake TN","new_coef",1.77084223926305
"827","319","Lake TN","new_coef",-2.89858673051236
"828","criteria","Lake TN","new_coef",8.59096875452111
"829","tmdl","Lake TN","new_coef",-4.77304597292932
"830","319","Lake TN","new_coef",2.16400993555969
"831","criteria","Lake TN","new_coef",-0.322915708337966
"832","tmdl","Lake TN","new_coef",0.877615837644088
"833","319","Lake TN","new_coef",0.689160752238964
"834","criteria","Lake TN","new_coef",0.12025717233888
"835","tmdl","Lake TN","new_coef",-0.169135447344717
"836","319","Lake TN","new_coef",-1.31731721203714
"837","criteria","Lake TN","new_coef",5.70157718486236
"838","tmdl","Lake TN","new_coef",-2.90528332573083
"839","319","Lake TN","new_coef",-9.10453184388509
"840","criteria","Lake TN","new_coef",3.96616501044147
"841","tmdl","Lake TN","new_coef",1.97140764907734
"842","319","Lake TN","new_coef",-1.06670287370721
"843","criteria","Lake TN","new_coef",4.72126230516188
"844","tmdl","Lake TN","new_coef",2.88756067451818
"845","319","Lake TN","new_coef",-6.28416970603883
"846","criteria","Lake TN","new_coef",0.680744713897037
"847","tmdl","Lake TN","new_coef",-7.5876943289046
"848","319","Lake TN","new_coef",1.64668332011334
"849","criteria","Lake TN","new_coef",4.31947363278921
"850","tmdl","Lake TN","new_coef",-5.44933636559838
"851","319","Lake TN","new_coef",-2.20404206012183
"852","criteria","Lake TN","new_coef",10.4772521240586
"853","tmdl","Lake TN","new_coef",3.11511461385861
"854","319","Lake TN","new_coef",-5.75241457808038
"855","criteria","Lake TN","new_coef",15.7397036176628
"856","tmdl","Lake TN","new_coef",-7.43712780615061
"857","319","Lake TN","new_coef",4.14357963442258
